pin_name,x,y,is_in_clk,is_port,is_startpoint,is_endpoint,dir,maxcap,maxtran,num_reachable_endpoint,cell_name,net_name,pin_tran,pin_slack,pin_rise_arr,pin_fall_arr,input_pin_cap
_25467_/B1,63423,49293,0,-1,0,0,0,0.0,3.199999987213431e-10,0,_25467_,_06106_,1.665547040563542e-11,4.877737658226522e-10,7.165359972027829e-10,7.549514902116528e-10,5.632029533599026e-16
_25467_/B2,63361,49241,0,-1,0,0,0,0.0,3.199999987213431e-10,0,_25467_,_01962_,2.0734363878616158e-11,9.69072821987993e-10,2.3515306368793176e-10,2.3268774407281256e-10,6.182060436414854e-16
_25467_/Y,63055,49275,0,-1,0,0,1,9.216000358691634e-14,3.199999987213431e-10,0,_25467_,_06224_,7.321578239516402e-12,4.877738213338034e-10,7.342775276697466e-10,7.746984165279969e-10,-1
_25468_/A1,67095,52767,0,-1,0,0,0,0.0,3.199999987213431e-10,0,_25468_,_02082_,2.7507204847232458e-11,9.291126756849621e-10,2.449620506439487e-10,2.425503686787067e-10,6.528479971182918e-16
_25468_/A2,67149,52767,0,-1,0,0,0,0.0,3.199999987213431e-10,0,_25468_,_05974_,2.3105597296568803e-11,4.923625396280329e-10,6.820272679952666e-10,7.015192315940055e-10,6.093610079689008e-16
_25468_/B1,67257,52767,0,-1,0,0,0,0.0,3.199999987213431e-10,0,_25468_,_05892_,1.912288036254317e-11,4.977021017538164e-10,6.785902950667833e-10,6.669283458826669e-10,6.081279926954946e-16
_25468_/B2,67203,52767,0,-1,0,0,0,0.0,3.199999987213431e-10,0,_25468_,_02050_,2.130981675840804e-11,9.390699329259178e-10,2.358825079706861e-10,2.334395177161497e-10,5.6258001356675625e-16
_25468_/C1,67419,52785,0,-1,0,0,0,0.0,3.199999987213431e-10,0,_25468_,_02012_,3.926081335037246e-11,9.285208157905345e-10,2.4579452362338827e-10,2.433086232489501e-10,6.11637991349798e-16
_25468_/C2,67473,52785,0,-1,0,0,0,0.0,3.199999987213431e-10,0,_25468_,_05918_,2.4077509083730853e-11,4.936435149538454e-10,6.813680175632442e-10,6.900027216261151e-10,5.782489584206583e-16
_25468_/Y,67593,52764,0,-1,0,0,1,9.216000358691634e-14,3.199999987213431e-10,0,_25468_,_06225_,1.0298016779597408e-11,4.923625396280329e-10,7.11023739885519e-10,7.246301336749639e-10,-1
